	1.2199320663423558E-5
69179	5.3374451429249214E-6	56118
6918	1.9768315344166374E-6	136
69180	1.9768315344166374E-6	56146
69181	1.9768315344166374E-6	56159
69182	2.9970382381744886E-5	56159
69183	1.9768315344166374E-6	56162
69184	1.2370994930627497E-5	71064
69185	1.9768315344166374E-6	56191
69186	1.9768315344166374E-6	56193
69187	4.7028323526706074E-5	69192
69188	1.2199320663423558E-5
69189	1.2199320663423558E-5
6919	3.657138338670779E-6	10478
69190	1.2199320663423558E-5
69191	1.2370994930627497E-5
69192	4.076534378062985E-5	69187
69193	1.9768315344166374E-6	56203
69194	1.2542669197831443E-5	69197
69195	3.657138338670779E-6	56203
69196	1.2199320663423558E-5
69197	1.2542669197831443E-5	69194
69198	1.9768315344166374E-6	56203
69199	1.9768315344166374E-6	56203
692	7.017751947179063E-6	7918
6920	1.9768315344166374E-6	136
69200	1.9768315344166374E-6	56203
69201	1.9768315344166374E-6	56203
69202	1.9768315344166374E-6	56211
69203	1.6988936894158595E-5	56211
69204	1.9768315344166374E-6	56215
69205	1.9768315344166374E-6	56262
69206	2.225013552522653E-5
69207	1.9768315344166374E-6	56283
69208	1.9768315344166374E-6	56283
69209	1.2199320663423558E-5	56285
6921	1.9768315344166374E-6	136
69210	2.2421809792430473E-5
69211	1.9768315344166374E-6	56313
69212	1.9768315344166374E-6	56318
69213	1.9768315344166374E-6	56368
69214	1.9768315344166374E-6	56369
69215	3.657138338670779E-6	71074
69216	3.0963992117183256E-5
69217	1.9768315344166374E-6	56371
69218	2.2421809792430473E-5
69219	1.2199320663423558E-5	56443
6922	1.9768315344166374E-6	15334
69220	1.2199320663423558E-5
69221	1.9768315344166374E-6	56452
69222	1.9768315344166374E-6	58507
69223	1.9768315344166374E-6	56463
69224	1.2199320663423558E-5
69225	1.2199320663423558E-5	56467
69226	1.2199320663423558E-5
69227	1.9768315344166374E-6	56481
69228	1.9768315344166374E-6	56496
69229	1.2199320663423558E-5
6923	1.9768315344166374E-6	28588
69230	1.9768315344166374E-6	56506
69231	1.9768315344166374E-6	56517
69232	1.9768315344166374E-6	56517
69233	1.9768315344166374E-6	71077
69234	3.657138338670779E-6	56527
69235	1.9768315344166374E-6	56527
69236	1.9768315344166374E-6	56527
69237	1.9768315344166374E-6	56540
69238	1.2199320663423558E-5
69239	1.2199320663423558E-5
6924	1.9768315344166374E-6	4418
69240	1.2199320663423558E-5
69241	1.2199320663423558E-5
69242	1.9768315344166374E-6	56543
69243	1.9768315344166374E-6	56549
69244	3.657138338670779E-6	56552
69245	3.0963992117183256E-5
69246	1.9768315344166374E-6	56568
69247	3.0963992117183256E-5
69248	1.9768315344166374E-6	56569
69249	1.9768315344166374E-6	56578
6925	1.9768315344166374E-6	136
69250	1.9768315344166374E-6	71080
69251	1.9768315344166374E-6	56581
69252	1.2199320663423558E-5	56583
69253	1.9768315344166374E-6	56606
69254	1.9768315344166374E-6	56634
69255	1.9768315344166374E-6	56636
69256	1.9768315344166374E-6	56657
69257	1.9768315344166374E-6	56666
69258	1.9768315344166374E-6	56667
69259	2.2421809792430473E-5
6926	1.9768315344166374E-6	523
69260	8.36288254520845E-5
69261	1.9768315344166374E-6	56685
69262	1.9768315344166374E-6	56685
69263	2.2421809792430473E-5
69264	1.9768315344166374E-6	56723
69265	2.2421809792430473E-5
69266	1.2199320663423558E-5
69267	2.2421809792430473E-5
69268	2.225013552522653E-5
69269	1.9768315344166374E-6	56746
6927	1.9768315344166374E-6	2757
69270	1.9768315344166374E-6	56754
69271	1.2199320663423558E-5	56755
69272	1.9768315344166374E-6	56774
69273	1.2199320663423558E-5
69274	1.2199320663423558E-5	56793
69275	1.9768315344166374E-6	56806
69276	6.7657059265409415E-6	56813
69277	1.9768315344166374E-6	56813
69278	2.225013552522653E-5
69279	3.264429892143739E-5
6928	5.3374451429249214E-6	776
69280	1.9768315344166374E-6	56821
69281	1.6817262626954657E-5	56844
69282	1.2199320663423558E-5
69283	1.9768315344166374E-6	56844
69284	1.9768315344166374E-6	56846
69285	2.1606878857689694E-5	56864
69286	1.9768315344166374E-6	56864
69287	1.9768315344166374E-6	56864
69288	1.9768315344166374E-6	56866
69289	1.2199320663423558E-5	56868
6929	1.9768315344166374E-6	3546
69290	1.9768315344166374E-6	68104
69291	1.9768315344166374E-6	56873
69292	1.9768315344166374E-6	56873
69293	1.9768315344166374E-6	56873
69294	3.079231784997932E-5
69295	1.9768315344166374E-6	56875
69296	2.5500862528727518E-5	69297
69297	2.4414494557333058E-5	56881
69298	7.94192068951884E-6	56881
69299	1.7803867828899375E-5	56882
693	1.08430778772783E-4	18
6930	1.9768315344166374E-6	16569
69300	1.2199320663423558E-5
69301	1.2199320663423558E-5
69302	4.135815551339411E-5
69303	1.9768315344166374E-6	56929
69304	1.9768315344166374E-6	56935
69305	1.2199320663423558E-5
69306	1.9768315344166374E-6	56944
69307	1.0126319535049225E-5	56947
69308	1.2199320663423558E-5
69309	1.9864366519612296E-4	56966
6931	1.659550073142767E-5	42519
69310	1.9768315344166374E-6	56966
69311	1.9768315344166374E-6	56966
69312	2.2421809792430473E-5
69313	1.2199320663423558E-5
69314	1.9768315344166374E-6	56980
69315	1.2199320663423558E-5	56982
69316	1.2199320663423558E-5	56986
69317	1.9768315344166374E-6	56987
69318	2.6568169355628673E-5	56987
69319	1.9768315344166374E-6	56987
6932	1.9768315344166374E-6	136
69320	1.9768315344166374E-6	56987
69321	4.101480697898624E-5
69322	1.9768315344166374E-6	57004
69323	1.9768315344166374E-6	57013
69324	1.9768315344166374E-6	57027
69325	1.9768315344166374E-6	57035
69326	1.9768315344166374E-6	57035
69327	1.9768315344166374E-6	57052
69328	1.9768315344166374E-6	69329
69329	6.248983084022372E-5
6933	3.657138338670779E-6	136
69330	1.9768315344166374E-6	69329
69331	1.9768315344166374E-6	57065
69332	1.9768315344166374E-6	57071
69333	1.9768315344166374E-6	57071
69334	1.2199320663423558E-5
69335	1.2199320663423558E-5
69336	1.9768315344166374E-6	57080
69337	1.9768315344166374E-6	57080
69338	1.9768315344166374E-6	57084
69339	1.9768315344166374E-6	57080
6934	7.727681571976438E-6	42521
69340	1.9768315344166374E-6	57108
69341	1.9768315344166374E-6	57110
69342	1.9768315344166374E-6	57111
69343	1.9768315344166374E-6	57121
69344	1.9768315344166374E-6	57121
69345	1.9768315344166374E-6	57123
69346	1.2199320663423558E-5
69347	1.9768315344166374E-6	57134
69348	1.9768315344166374E-6	57137
69349	1.9768315344166374E-6	57137
6935	1.2199320663423558E-5	42522
69350	1.2199320663423558E-5
69351	1.2199320663423558E-5
69352	7.017751947179063E-6	57145
69353	1.9768315344166374E-6	57145
69354	1.9768315344166374E-6	57145
69355	4.696344451748069E-5
69356	3.657138338670779E-6	57152
69357	1.9768315344166374E-6	57152
69358	3.657138338670779E-6	57165
69359	2.8026356957906297E-5	71102
6936	1.9768315344166374E-6	5629
69360	1.9768315344166374E-6	57173
69361	1.7803867828899375E-5	71104
69362	1.2199320663423558E-5
69363	2.2421809792430473E-5
69364	1.9768315344166374E-6	57188
69365	1.9768315344166374E-6	57188
69366	1.9768315344166374E-6	57217
69367	2.2421809792430473E-5
69368	1.9768315344166374E-6	57230
69369	1.9768315344166374E-6	57235
6937	1.9768315344166374E-6	136
69370	1.9768315344166374E-6	57251
69371	1.9768315344166374E-6	57265
69372	2.2421809792430473E-5
69373	1.2199320663423558E-5
69374	1.9768315344166374E-6	57291
69375	1.9768315344166374E-6	57291
69376	1.9768315344166374E-6	57299
69377	2.1435204590485755E-5	57302
69378	1.9768315344166374E-6	57302
69379	1.9768315344166374E-6	57302
6938	1.9768315344166374E-6	136
69380	1.9768315344166374E-6	57318
69381	2.2421809792430473E-5
69382	1.9768315344166374E-6	57326
69383	1.9768315344166374E-6	57335
69384	3.657138338670779E-6	57341
69385	1.9768315344166374E-6	69384
69386	1.9768315344166374E-6	57350
69387	2.2421809792430473E-5
69388	1.2199320663423558E-5	57375
69389	1.9768315344166374E-6	57376
6939	1.9768315344166374E-6	42525
69390	1.9768315344166374E-6	57380
69391	1.9768315344166374E-6	57382
69392	1.9768315344166374E-6	57395
69393	1.2199320663423558E-5
69394	1.2199320663423558E-5
69395	1.2199320663423558E-5
69396	3.0963992117183256E-5
69397	1.2199320663423558E-5
69398	3.657138338670779E-6	69399
69399	3.1743502811917534E-5	64686
694	5.138922515616969E-5	13492
6940	1.9768315344166374E-6	18
69400	1.2199320663423558E-5
69401	1.9768315344166374E-6	57451
69402	1.2199320663423558E-5	57455
69403	1.9768315344166374E-6	57464
69404	1.9768315344166374E-6	64045
69405	1.9768315344166374E-6	57509
69406	1.9768315344166374E-6	57509
69407	3.264429892143739E-5
69408	3.264429892143739E-5
69409	1.9768315344166374E-6	57562
6941	1.3738979164195627E-5	14580
69410	1.9768315344166374E-6	57580
69411	1.9768315344166374E-6	57582
69412	1.9768315344166374E-6	57582
69413	1.9768315344166374E-6	57582
69414	1.9768315344166374E-6	57594
69415	1.9768315344166374E-6	57633
69416	1.9768315344166374E-6	57643
69417	1.9768315344166374E-6	57646
69418	1.9768315344166374E-6	57648
69419	3.7906239391116074E-5
6942	1.9768315344166374E-6	42326
69420	3.657138338670779E-6	57658
69421	3.1135666384387205E-5
69422	1.9768315344166374E-6	57721
69423	1.2199320663423558E-5
69424	1.2199320663423558E-5
69425	1.9768315344166374E-6	57695
69426	1.2199320663423558E-5
69427	1.9768315344166374E-6	57695
69428	3.984952297634392E-5
69429	1.9768315344166374E-6	57699
6943	1.9768315344166374E-6	12710
69430	1.9768315344166374E-6	57708
69431	1.9768315344166374E-6	57721
69432	1.9768315344166374E-6	57726
69433	1.2199320663423558E-5
69434	1.9768315344166374E-6	57778
69435	1.2199320663423558E-5
69436	1.9768315344166374E-6	57816
69437	1.9768315344166374E-6	57854
69438	1.9768315344166374E-6	57854
69439	1.9768315344166374E-6	57882
6944	6.7657059265409415E-6	42528
69440	1.9768315344166374E-6	57889
69441	1.9768315344166374E-6	57889
69442	1.9768315344166374E-6	57904
69443	1.9768315344166374E-6	57921
69444	1.9768315344166374E-6	57923
69445	2.225013552522653E-5
69446	1.9768315344166374E-6	57938
69447	1.9768315344166374E-6	57938
69448	1.9768315344166374E-6	57938
69449	1.9768315344166374E-6	57938
6945	3.657138338670779E-6	1857
69450	1.9768315344166374E-6	57938
69451	1.9768315344166374E-6	57956
69452	1.2199320663423558E-5
69453	1.2199320663423558E-5
69454	1.2199320663423558E-5
69455	2.2765158326838354E-5
69456	1.9768315344166374E-6	57964
69457	1.9768315344166374E-6	57964
69458	1.9768315344166374E-6	57977
69459	1.2199320663423558E-5
6946	9.070826732569289E-5	6948
69460	1.2199320663423558E-5
69461	1.9768315344166374E-6	57978
69462	1.9768315344166374E-6	57978
69463	1.2199320663423558E-5
69464	8.698058751433205E-6	57992
69465	1.9768315344166374E-6	57992
69466	1.9768315344166374E-6	57994
69467	1.2370994930627497E-5	57995
69468	1.9768315344166374E-6	57998
69469	1.9768315344166374E-6	58000
6947	1.0378365555687345E-5	136
69470	1.9768315344166374E-6	58007
69471	1.3738979164195627E-5	58011
69472	1.9768315344166374E-6	58017
69473	1.9768315344166374E-6	58018
69474	1.9768315344166374E-6	58022
69475	1.2199320663423558E-5
69476	1.2199320663423558E-5
69477	1.2199320663423558E-5
69478	1.9768315344166374E-6	58050
69479	1.2199320663423558E-5
6948	8.075916556550972E-5	2654
69480	1.9768315344166374E-6	58061
69481	1.9768315344166374E-6	58062
69482	1.2199320663423558E-5	58063
69483	1.9768315344166374E-6	58064
69484	1.9768315344166374E-6	58066
69485	1.9768315344166374E-6	58066
69486	1.9768315344166374E-6	58067
69487	2.2421809792430473E-5
69488	1.2199320663423558E-5
69489	1.9768315344166374E-6	71126
6949	1.2982841102281267E-5	1440
69490	1.2199320663423558E-5
69491	1.2199320663423558E-5
69492	1.2199320663423558E-5
69493	1.2370994930627497E-5
69494	2.2421809792430473E-5
69495	1.9768315344166374E-6	58096
69496	2.225013552522653E-5
69497	1.9768315344166374E-6	58125
69498	3.1135666384387205E-5
69499	3.950617444193604E-5
695	1.6988936894158595E-5	698
6950	1.1554580318665248E-5	42562
69500	1.9768315344166374E-6	58128
69501	1.9768315344166374E-6	58128
69502	1.9768315344166374E-6	58137
69503	1.9768315344166374E-6	58137
69504	1.9768315344166374E-6	58137
69505	1.9768315344166374E-6	58137
69506	1.9768315344166374E-6	71129
69507	1.9768315344166374E-6	58171
69508	1.2199320663423558E-5
69509	1.9768315344166374E-6	58193
6951	9.874273514411106E-6	66
69510	6.147976948817759E-5
69511	1.9768315344166374E-6	58208
69512	1.9768315344166374E-6	58208
69513	1.2199320663423558E-5
69514	1.9768315344166374E-6	58214
69515	2.2421809792430473E-5
69516	2.2421809792430473E-5
69517	1.9768315344166374E-6	58244
69518	2.225013552522653E-5
69519	1.9768315344166374E-6	58255
6952	2.8354117923516587E-5	9382
69520	1.2370994930627497E-5
69521	1.9768315344166374E-6	69523
69522	2.310850686124624E-5	58267
69523	3.657138338670779E-6	69522
69524	1.2199320663423558E-5
69525	2.225013552522653E-5
69526	1.9768315344166374E-6	58288
69527	1.9768315344166374E-6	58288
69528	1.9768315344166374E-6	58292
69529	1.9768315344166374E-6	58303
6953	4.235142038434547E-5	1904
69530	1.9768315344166374E-6	58304
69531	1.6817262626954657E-5	58310
69532	2.2421809792430473E-5
69533	1.2199320663423558E-5
69534	1.2199320663423558E-5
69535	1.9768315344166374E-6	58333
69536	1.9768315344166374E-6	58333
69537	1.9768315344166374E-6	58335
69538	1.2199320663423558E-5	58353
69539	1.9768315344166374E-6	58355
6954	3.657138338670779E-6	2239
69540	1.9768315344166374E-6	58365
69541	1.9768315344166374E-6	58371
69542	1.2199320663423558E-5
69543	1.9768315344166374E-6	58388
69544	1.9768315344166374E-6	58388
69545	2.225013552522653E-5
69546	1.2199320663423558E-5
69547	2.225013552522653E-5
69548	1.9768315344166374E-6	58425
69549	1.2199320663423558E-5
6955	8.698058751433205E-6	927
69550	1.9768315344166374E-6	3281
69551	1.9768315344166374E-6	58453
69552	1.9768315344166374E-6	58471
69553	1.9768315344166374E-6	58472
69554	1.2199320663423558E-5
69555	1.9768315344166374E-6	58496
69556	1.9768315344166374E-6	58504
69557	1.9768315344166374E-6	58504
69558	1.010410479713969E-4	58504
69559	5.3374451429249214E-6	58504
6956	5.3374451429249214E-6	3292
69560	1.9768315344166374E-6	58504
69561	1.9768315344166374E-6	69558
69562	1.9768315344166374E-6	58504
69563	1.9768315344166374E-6	69558
69564	1.9768315344166374E-6	58504
69565	1.9768315344166374E-6	58504
69566	1.9768315344166374E-6	58504
69567	1.9768315344166374E-6	58504
69568	1.9768315344166374E-6	58504
69569	1.9768315344166374E-6	58504
6957	3.657138338670779E-6	42583
69570	1.9768315344166374E-6	58504
69571	1.9768315344166374E-6	58504
69572	1.9768315344166374E-6	58504
69573	1.9768315344166374E-6	58504
69574	1.2370994930627497E-5
69575	1.2199320663423558E-5	58541
69576	2.225013552522653E-5
69577	1.9768315344166374E-6	58579
69578	1.9768315344166374E-6	58585
69579	1.2199320663423558E-5	58589
6958	8.193966710156963E-6	3420
69580	1.2199320663423558E-5
69581	1.2199320663423558E-5
69582	1.2199320663423558E-5
69583	1.2199320663423558E-5
69584	2.225013552522653E-5
69585	1.9768315344166374E-6	58698
69586	1.2199320663423558E-5
69587	1.9768315344166374E-6	58699
69588	1.2199320663423558E-5
69589	1.2199320663423558E-5
6959	1.9768315344166374E-6	6954
69590	3.657138338670779E-6	58713
69591	1.9768315344166374E-6	58723
69592	1.9768315344166374E-6	58735
69593	1.9768315344166374E-6	58746
69594	1.2370994930627497E-5
69595	1.9768315344166374E-6	58773
69596	1.9768315344166374E-6	58775
69597	2.225013552522653E-5
69598	8.096049954928782E-5
69599	1.2199320663423558E-5
696	7.904956410864667E-5	723
6960	3.657138338670779E-6	1
69600	1.9768315344166374E-6	58810
69601	1.9768315344166374E-6	58810
69602	1.9768315344166374E-6	58810
69603	1.9768315344166374E-6	58810
69604	1.9768315344166374E-6	58810
69605	1.2199320663423558E-5
69606	1.7160611161362534E-5	58819
69607	1.2370994930627497E-5	71134
69608	1.9768315344166374E-6	58827
69609	1.9768315344166374E-6	58839
6961	3.657138338670779E-6	37046
69610	1.2199320663423558E-5	58857
69611	1.9768315344166374E-6	58878
69612	1.9768315344166374E-6	58888
69613	1.2199320663423558E-5
69614	1.6988936894158595E-5	58888
69615	1.9768315344166374E-6	58897
69616	1.2199320663423558E-5
69617	1.2199320663423558E-5
69618	4.6448421715868863E-5
69619	3.657138338670779E-6	58935
6962	4.988587093637568E-5	398
69620	1.9768315344166374E-6	58935
69621	1.2199320663423558E-5	58942
69622	1.9768315344166374E-6	58967
69623	1.9768315344166374E-6	58972
69624	1.9768315344166374E-6	58972
69625	1.9768315344166374E-6	59000
69626	3.9334500174732097E-5
69627	1.9768315344166374E-6	59006
69628	1.9768315344166374E-6	59006
69629	1.2199320663423558E-5
6963	5.0853991222868E-6	382
69630	1.9768315344166374E-6	59037
69631	1.9768315344166374E-6	59048
69632	2.6561164822135014E-5	59059
69633	1.9768315344166374E-6	71138
69634	1.9768315344166374E-6	59059
69635	1.2199320663423558E-5
69636	1.2199320663423558E-5
69637	1.2199320663423558E-5
69638	1.9768315344166374E-6	59066
69639	1.9768315344166374E-6	59071
6964	3.657138338670779E-6	65
69640	1.9768315344166374E-6	59075
69641	3.17743676283824E-5	59075
69642	3.657138338670779E-6	59076
69643	2.225013552522653E-5
69644	1.2199320663423558E-5
69645	1.9768315344166374E-6	59129
69646	1.9768315344166374E-6	59129
69647	1.9768315344166374E-6	59130
69648	2.2593484059634412E-5
69649	2.2421809792430473E-5
6965	1.443108613707479E-5	42596
69650	2.225013552522653E-5
69651	1.9768315344166374E-6	59139
69652	1.9768315344166374E-6	71425
69653	1.9768315344166374E-6	59160
69654	2.2421809792430473E-5
69655	2.225013552522653E-5
69656	1.9768315344166374E-6	59209
69657	1.9768315344166374E-6	59256
69658	1.9768315344166374E-6	59260
69659	1.9768315344166374E-6	59260
6966	1.8695884236745344E-5	790
69660	1.9768315344166374E-6	59260
69661	1.9768315344166374E-6	59260
69662	1.9768315344166374E-6	59260
69663	1.9768315344166374E-6	59260
69664	4.624165708018064E-5	59260
69665	1.2199320663423558E-5
69666	1.9768315344166374E-6	59302
69667	2.1599874324196038E-5	59307
69668	1.2199320663423558E-5
69669	1.9768315344166374E-6	59341
6967	3.657138338670779E-6	137
69670	3.657138338670779E-6	59361
69671	3.657138338670779E-6	59365
69672	1.2199320663423558E-5	59386
69673	1.2199320663423558E-5
69674	1.9768315344166374E-6	59388
69675	5.995115269994988E-5
69676	1.9768315344166374E-6	59392
69677	1.9768315344166374E-6	59392
69678	3.657138338670779E-6	59405
69679	1.9768315344166374E-6	59404
6968	1.1340341201122843E-5	42002
69680	1.9768315344166374E-6	59420
69681	1.9768315344166374E-6	59421
69682	1.9768315344166374E-6	59433
69683	1.9768315344166374E-6	59444
69684	1.9768315344166374E-6	59452
69685	3.657138338670779E-6	59452
69686	1.7160611161362534E-5	59455
69687	3.1135666384387205E-5
69688	1.9768315344166374E-6	59465
69689	1.9768315344166374E-6	59471
6969	1.9768315344166374E-6	2174
69690	1.9768315344166374E-6	59471
69691	1.9768315344166374E-6	59471
69692	1.9768315344166374E-6	59479
69693	1.6988936894158595E-5	59479
69694	1.2199320663423558E-5	59484
69695	1.2199320663423558E-5
69696	1.9768315344166374E-6	59490
69697	2.2421809792430473E-5
69698	2.225013552522653E-5
69699	1.7803867828899375E-5	59525
697	4.520296561795754E-5	13551
6970	7.017751947179063E-6	3398
69700	2.3408414994375195E-5	71148
69701	1.9768315344166374E-6	59542
69702	1.9768315344166374E-6	59545
